filepath,label,split,source_label,is_silence,start_sample
D:\CVprojects\DL-Project\data\stop\bd76a7fd_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\go\0d6d7360_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,train,_background_noise_,1,561916
D:\CVprojects\DL-Project\data\off\a5d1becc_nohash_4.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\down\18ffa72d_nohash_2.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\right\8c7c9168_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\seven\61482e52_nohash_3.wav,unknown,train,seven,0,0
D:\CVprojects\DL-Project\data\no\161fcca8_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\left\cd7f8c1b_nohash_4.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\three\51c5601d_nohash_3.wav,unknown,train,three,0,0
D:\CVprojects\DL-Project\data\stop\d933bf5e_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\left\b2ae3928_nohash_1.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\_background_noise_\white_noise.wav,silence,train,_background_noise_,1,869250
D:\CVprojects\DL-Project\data\wow\24b82192_nohash_0.wav,unknown,train,wow,0,0
D:\CVprojects\DL-Project\data\stop\4ec7d027_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,train,_background_noise_,1,575507
D:\CVprojects\DL-Project\data\yes\3bc21161_nohash_1.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\yes\779de043_nohash_4.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\five\19f9c115_nohash_0.wav,unknown,train,five,0,0
D:\CVprojects\DL-Project\data\down\4e99c1b7_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\right\8eb4a1bf_nohash_3.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\no\d7a58714_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\learn\f01a0d63_nohash_2.wav,unknown,train,learn,0,0
D:\CVprojects\DL-Project\data\right\ca4912b6_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\down\3bc21161_nohash_2.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,train,_background_noise_,1,732045
D:\CVprojects\DL-Project\data\up\eeaf97c3_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\nine\d9aa8c90_nohash_0.wav,unknown,train,nine,0,0
D:\CVprojects\DL-Project\data\four\578d3efb_nohash_0.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\three\333d7ddb_nohash_1.wav,unknown,train,three,0,0
D:\CVprojects\DL-Project\data\off\46a153d8_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\off\39ec87ac_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\right\ae82c78c_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\go\d070ea86_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\left\08ab231c_nohash_1.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,186710
D:\CVprojects\DL-Project\data\five\18d84076_nohash_0.wav,unknown,train,five,0,0
D:\CVprojects\DL-Project\data\left\f2898d06_nohash_3.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\down\953fe1ad_nohash_3.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\down\96a48d28_nohash_1.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\right\5f9cd2eb_nohash_4.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\zero\07363607_nohash_2.wav,unknown,train,zero,0,0
D:\CVprojects\DL-Project\data\yes\3bfd30e6_nohash_2.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\up\88a487ce_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\down\b575b5fb_nohash_1.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\down\513aeddf_nohash_3.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\stop\6aa8def4_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\learn\2e75d37a_nohash_0.wav,unknown,train,learn,0,0
D:\CVprojects\DL-Project\data\up\90e72357_nohash_2.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\down\c120e80e_nohash_3.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\no\3102f006_nohash_4.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\no\0d90d8e1_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\no\7c86c03e_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\zero\954f190f_nohash_2.wav,unknown,train,zero,0,0
D:\CVprojects\DL-Project\data\go\81332c92_nohash_3.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\left\21832144_nohash_3.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\on\efbc3952_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\left\c948d727_nohash_1.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,train,_background_noise_,1,649871
D:\CVprojects\DL-Project\data\stop\460209ac_nohash_4.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\left\122c5aa7_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\yes\352ffbe3_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\dog\2c6446f7_nohash_1.wav,unknown,train,dog,0,0
D:\CVprojects\DL-Project\data\three\8e05039f_nohash_2.wav,unknown,train,three,0,0
D:\CVprojects\DL-Project\data\learn\ac9dee0e_nohash_1.wav,unknown,train,learn,0,0
D:\CVprojects\DL-Project\data\right\fac74f6a_nohash_2.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\down\cdee383b_nohash_2.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\stop\3a69f765_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\on\520e8c0e_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\right\90e72357_nohash_1.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\down\e7bcee8a_nohash_1.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\yes\f216055e_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\off\924c1a04_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\on\78102205_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\seven\0cd323ec_nohash_1.wav,unknown,train,seven,0,0
D:\CVprojects\DL-Project\data\off\7de97453_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\nine\ed032775_nohash_3.wav,unknown,train,nine,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,train,_background_noise_,1,619014
D:\CVprojects\DL-Project\data\yes\fbe51750_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\go\3143fdff_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\no\24632875_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\yes\74241b28_nohash_4.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\left\2f813234_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\right\f568162b_nohash_1.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\go\569455ff_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\left\042a8dde_nohash_2.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\go\d9aa8c90_nohash_4.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\down\e0315cf6_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\down\d3f22f0e_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,train,_background_noise_,1,332963
D:\CVprojects\DL-Project\data\marvin\211ccd2e_nohash_0.wav,unknown,train,marvin,0,0
D:\CVprojects\DL-Project\data\yes\735845ab_nohash_4.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\one\2e8c59f7_nohash_0.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,train,_background_noise_,1,753754
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,421530
D:\CVprojects\DL-Project\data\eight\7f74626f_nohash_0.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\wow\54b6d355_nohash_0.wav,unknown,train,wow,0,0
D:\CVprojects\DL-Project\data\stop\90e72357_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\nine\937b433e_nohash_0.wav,unknown,train,nine,0,0
D:\CVprojects\DL-Project\data\eight\2f0ce4d9_nohash_1.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\off\4c13fe25_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\no\c33682f0_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\up\8a2d34d7_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\down\7318280c_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\four\e102119e_nohash_0.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\up\226537ab_nohash_3.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\zero\146d97db_nohash_0.wav,unknown,train,zero,0,0
D:\CVprojects\DL-Project\data\one\f3d06008_nohash_0.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\house\db72a474_nohash_1.wav,unknown,train,house,0,0
D:\CVprojects\DL-Project\data\off\4b25f620_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\up\9712cce0_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\on\c1cc6e95_nohash_1.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,train,_background_noise_,1,782661
D:\CVprojects\DL-Project\data\down\54aecbd5_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\stop\5087f68b_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\dog\2e75d37a_nohash_0.wav,unknown,train,dog,0,0
D:\CVprojects\DL-Project\data\yes\8e05039f_nohash_2.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\off\2fee065a_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,760206
D:\CVprojects\DL-Project\data\off\eaa83485_nohash_4.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\follow\d1dd03ed_nohash_3.wav,unknown,train,follow,0,0
D:\CVprojects\DL-Project\data\stop\57b38f48_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\off\54ad8f22_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\down\b55a09be_nohash_1.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\go\a3fc7884_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\down\3402e488_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\one\ae82c78c_nohash_2.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\five\9229bff9_nohash_0.wav,unknown,train,five,0,0
D:\CVprojects\DL-Project\data\stop\cc3b5b62_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\wow\1c1060b1_nohash_0.wav,unknown,train,wow,0,0
D:\CVprojects\DL-Project\data\no\c692524d_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\on\fbf3dd31_nohash_3.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\up\0d90d8e1_nohash_4.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\bird\31d68957_nohash_0.wav,unknown,train,bird,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,789327
D:\CVprojects\DL-Project\data\no\b0f5b16d_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\right\07ad9b59_nohash_1.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\no\a8688b67_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\go\679463fc_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\off\2aca1e72_nohash_8.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\one\25132942_nohash_0.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\on\e0315cf6_nohash_4.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\stop\e8d562ca_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\sheila\012187a4_nohash_1.wav,unknown,train,sheila,0,0
D:\CVprojects\DL-Project\data\stop\62f05757_nohash_3.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\on\18c54a68_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\up\4995d875_nohash_3.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\on\ea9f8e11_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\go\f736ab63_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\tree\ea7ca285_nohash_0.wav,unknown,train,tree,0,0
D:\CVprojects\DL-Project\data\off\ea0cf37f_nohash_3.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\go\05b2db80_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\on\9a2e5b3c_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\house\014f9f65_nohash_0.wav,unknown,train,house,0,0
D:\CVprojects\DL-Project\data\zero\4b25f620_nohash_1.wav,unknown,train,zero,0,0
D:\CVprojects\DL-Project\data\up\ace82a68_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\one\a2cc5444_nohash_0.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\three\cb62dbf1_nohash_4.wav,unknown,train,three,0,0
D:\CVprojects\DL-Project\data\no\eeaf97c3_nohash_2.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\go\ec201020_nohash_3.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\four\0c2d2ffa_nohash_1.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\no\7cf14c54_nohash_2.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\no\f4386675_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,train,_background_noise_,1,143132
D:\CVprojects\DL-Project\data\yes\47565088_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\on\9fac5701_nohash_2.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\on\0137b3f4_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\no\4e99c1b7_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\nine\0cd323ec_nohash_1.wav,unknown,train,nine,0,0
D:\CVprojects\DL-Project\data\right\b72e58c9_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\right\f68160c0_nohash_4.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\left\9e92ef0c_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,640479
D:\CVprojects\DL-Project\data\down\cb62dbf1_nohash_2.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\zero\9886d8bf_nohash_4.wav,unknown,train,zero,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,train,_background_noise_,1,523460
D:\CVprojects\DL-Project\data\go\97f493b9_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,train,_background_noise_,1,759813
D:\CVprojects\DL-Project\data\stop\f0659908_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\sheila\15dd287d_nohash_0.wav,unknown,train,sheila,0,0
D:\CVprojects\DL-Project\data\up\9587481f_nohash_2.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\left\b29f8b23_nohash_4.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\stop\2250f5f2_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\five\533c6564_nohash_0.wav,unknown,train,five,0,0
D:\CVprojects\DL-Project\data\off\2ad772d6_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\right\7213ed54_nohash_4.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,189131
D:\CVprojects\DL-Project\data\no\a5609cce_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\go\f2e9b610_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\seven\ab71c9a7_nohash_0.wav,unknown,train,seven,0,0
D:\CVprojects\DL-Project\data\wow\96105282_nohash_0.wav,unknown,train,wow,0,0
D:\CVprojects\DL-Project\data\up\3852fca2_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\off\bbaa7946_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\off\57152045_nohash_3.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\down\0ba018fc_nohash_3.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\up\64df20d8_nohash_2.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\left\ffd2ba2f_nohash_2.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\no\4874a7e9_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\bed\41777abb_nohash_0.wav,unknown,train,bed,0,0
D:\CVprojects\DL-Project\data\down\c79159aa_nohash_3.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,train,_background_noise_,1,47310
D:\CVprojects\DL-Project\data\bed\cc6ee39b_nohash_0.wav,unknown,train,bed,0,0
D:\CVprojects\DL-Project\data\yes\6fca237d_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\no\b176f8e9_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\four\eb0676ec_nohash_0.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\left\9785931e_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\on\2bfe70ef_nohash_1.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\on\f2898d06_nohash_3.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\down\ddedba85_nohash_7.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\no\8e05039f_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\yes\a6285644_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\stop\fd5ccd39_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\right\214ccb20_nohash_1.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\right\89ed36ab_nohash_2.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\stop\0a196374_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\go\10627519_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\off\40738a2d_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\up\3efa7ec4_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\four\14c7b073_nohash_2.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\yes\f06190c1_nohash_1.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\on\1dc86f91_nohash_1.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\go\3c6d55b3_nohash_2.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\right\cb72dfb6_nohash_2.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,train,_background_noise_,1,582667
D:\CVprojects\DL-Project\data\down\3bfd30e6_nohash_2.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\right\36050ef3_nohash_3.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\stop\7ea032f3_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\right\8134f43f_nohash_2.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\no\51c5601d_nohash_2.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\no\29fb33da_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\up\179a61b7_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\stop\e5afa9b0_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\yes\62f05757_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\no\1496195a_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\stop\9f4098cb_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\up\6347b393_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\eight\9886d8bf_nohash_0.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\wow\e2286c18_nohash_1.wav,unknown,train,wow,0,0
D:\CVprojects\DL-Project\data\left\9be15e93_nohash_2.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\yes\3e31dffe_nohash_1.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\off\62ef962d_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\stop\b10b0654_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\off\85b877b5_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\stop\626e323f_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,725846
D:\CVprojects\DL-Project\data\right\54ad8f22_nohash_1.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\up\67bdbf56_nohash_2.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\off\25c14394_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\no\20fd451f_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,train,_background_noise_,1,976296
D:\CVprojects\DL-Project\data\off\51f7a034_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\left\ceef6d96_nohash_3.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\no\460209ac_nohash_3.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\on\888a0c49_nohash_3.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\off\ee1d8d49_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\on\eb3f7d82_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,train,_background_noise_,1,144360
D:\CVprojects\DL-Project\data\five\8e05039f_nohash_3.wav,unknown,train,five,0,0
D:\CVprojects\DL-Project\data\one\f8ba7c0e_nohash_2.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\backward\42a99aec_nohash_3.wav,unknown,train,backward,0,0
D:\CVprojects\DL-Project\data\sheila\1e9b215e_nohash_0.wav,unknown,train,sheila,0,0
D:\CVprojects\DL-Project\data\go\b43c8f2f_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\yes\265bd13a_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\off\f839238a_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\yes\9b6c08ba_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\six\85c5eaa0_nohash_0.wav,unknown,train,six,0,0
D:\CVprojects\DL-Project\data\no\c120e80e_nohash_3.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\stop\0ba018fc_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\go\b69fe0e2_nohash_2.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\stop\f5341341_nohash_3.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\go\9d7036f9_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\up\1e31353f_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\on\b308773d_nohash_4.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\one\b69002d4_nohash_0.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\six\bcf614a2_nohash_4.wav,unknown,train,six,0,0
D:\CVprojects\DL-Project\data\six\a7acbbeb_nohash_0.wav,unknown,train,six,0,0
D:\CVprojects\DL-Project\data\up\5cf1ecce_nohash_2.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\off\7f581e94_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\left\1eddce1d_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,train,_background_noise_,1,314750
D:\CVprojects\DL-Project\data\off\173ce2be_nohash_3.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\down\28ce0c58_nohash_2.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\right\88d009d2_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\on\86fa2dcd_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\left\eb3f7d82_nohash_2.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,745695
D:\CVprojects\DL-Project\data\right\ea1f888c_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\one\b29f8b23_nohash_0.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\one\f68160c0_nohash_0.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\no\d486fb84_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\up\122c5aa7_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\right\57152045_nohash_4.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\yes\5e3b7a84_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\off\483e2a6f_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\down\ddedba85_nohash_6.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,893796
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,138327
D:\CVprojects\DL-Project\data\down\c98bbbd3_nohash_2.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\up\ddedba85_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\four\b25b6065_nohash_0.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\left\24befdb3_nohash_4.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\on\c2dccf38_nohash_3.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\on\bd76a7fd_nohash_0.wav,on,train,on,0,0
